,n_topics,npmi_average
0,10,0.07989438919009634
1,11,0.07377496790243737
2,12,0.06320057688709095
3,13,0.07518952520454197
4,14,0.060207318191017496
5,15,0.06913766870690465
6,16,0.07066099950816729
7,17,0.07367578543586241
8,18,0.07044897276564181
9,19,0.06223121291063975
10,20,0.06474870759003291
11,21,0.07101441907907574
