,n_topics,npmi_average
0,10,-0.13265866259251485
1,11,-0.017094586478431303
2,12,-0.0675758716329706
3,13,-0.06761263194016921
4,14,-0.1496785919136
5,15,-0.12235145975414544
6,16,-0.12849947711569937
7,17,-0.07357477493030654
8,18,-0.07082125147303506
9,19,-0.09237197996371646
10,20,-0.07709118857474298
