,n_topics,npmi_average
0,5,-0.1787485437169427
1,6,-0.17459284127602961
2,7,-0.09320159297850447
3,8,-0.09528455198594044
4,9,-0.09769268851005708
5,10,-0.08111070137310647
6,11,-0.05523593104539458
7,12,-0.10445746339260509
8,13,-0.13325876343756207
9,14,-0.09116728737374688
10,15,-0.10258247128434107
11,16,-0.12110636264530422
12,17,-0.04184424847101483
13,18,-0.09515495671079865
14,19,-0.07739166122719883
15,20,-0.11877181738515183
