,n_topics,npmi_average
0,5,-0.02115819852638447
1,6,-0.06568060355029326
2,7,-0.053447018965425044
3,8,-0.08014828166293915
4,9,-0.04762904910507773
5,10,-0.05988351466788375
6,11,-0.059290266102065683
7,12,-0.0689868595946011
8,13,-0.06230087728229618
9,14,-0.05978891725138661
10,15,-0.07182175697418555
11,16,-0.005046308571901852
12,17,-0.04553073007417527
13,18,-0.11710933121808345
14,19,-0.06087317169807955
15,20,-0.056503568269899
