,n_topics,npmi_average
0,37,-0.025835717351590952
1,38,-0.06093581714211732
2,39,-0.057887590197340036
3,40,-0.053266643652767995
4,41,-0.06004786097278947
5,42,-0.05806145368101256
6,43,-0.04289537564686648
7,44,-0.046754349031589176
8,45,-0.04454968881003585
9,46,-0.04087585025495666
10,47,-0.042526909643735
11,48,-0.05128710137438626
12,49,-0.048023687951784175
13,50,-0.04179795069745689
