,n_topics,npmi_average
0,10,0.07875486537190787
1,11,0.06963113887838553
2,12,0.06297667915460592
3,13,0.07033925479430524
4,14,0.06085320554362713
5,15,0.06814320373350209
6,16,0.06899842065789642
7,17,0.07049449327416701
8,18,0.06910619397573484
9,19,0.06403331105775854
10,20,0.062441907315314044
11,21,0.06624447967229649
