,n_topics,npmi_average
0,5,-0.12336797414445412
1,6,-0.12017987002488481
2,7,-0.1293001993198008
3,8,-0.11860249206024734
4,9,-0.12738061405198242
5,10,-0.10891174405963691
6,11,-0.11023612049391115
7,12,-0.11499269918189123
8,13,-0.10881557384159263
9,14,-0.10739230114569476
10,15,-0.0981679040815297
11,16,-0.10156560084059439
12,17,-0.08934525977991184
13,18,-0.07454980672723993
14,19,-0.08848921323516143
15,20,-0.08533122686213049
