,n_topics,npmi_average
0,5,0.026599287980497776
1,6,0.04006258791347772
2,7,0.026731010024074284
3,8,-0.008478618260029071
4,9,0.029895523053134795
5,10,0.018494932317126105
6,11,0.04633150650131105
7,12,0.020060720010464203
8,13,0.015808837047200045
9,14,0.0012875691292135198
10,15,0.005713536860679033
11,16,0.015552069533594495
12,17,-0.013917751109361321
13,18,0.0057509929686479075
14,19,0.01002968995795929
15,20,0.007704859202830717
