,n_topics,npmi_average
0,5,-0.0944118458323023
1,6,-0.0643903631570252
2,7,-0.12566369960939183
3,8,-0.13019838980142628
4,9,-0.10593557755113422
5,10,-0.11744316645780795
6,11,-0.07680268231372842
7,12,-0.09490717788808559
8,13,-0.09062436823060016
