iterations,top_n,coherence,LL
2900,5,5.841639461118878,-8.4028
2950,5,5.677962683470761,-8.40887
3000,5,5.619897175821781,-8.40581
3050,5,5.730561569458271,-8.40626
3100,5,5.660915528941282,-8.40562
3150,5,5.871718323741001,-8.40623
3200,5,5.614815346169608,-8.40256
3250,5,5.5201781621073955,-8.40776
3300,5,5.569797442727942,-8.40596
3350,5,5.736523781052395,-8.40911
3400,5,5.692053037136255,-8.40436
3450,5,5.468832348002944,-8.40564
3500,5,5.77331728899856,-8.40629
3550,5,5.78105915443106,-8.4059
3600,5,5.552974557486804,-8.40846
3650,5,5.788701314539038,-8.40905
3700,5,5.8171921692993624,-8.40576
3750,5,5.564331128827913,-8.40227
3800,5,5.459320354269178,-8.40549
3850,5,5.50824792034699,-8.40548
3900,5,5.763525297687377,-8.40429
3950,5,5.675620901818021,-8.40847
4000,5,5.7119438560380855,-8.40299
50,5,3.7477964789721776,-8.85916
100,5,4.066698391377644,-8.73423
150,5,4.839228428247788,-8.69306
200,5,4.572843353516814,-8.68068
250,5,5.041400470931865,-8.64046
300,5,5.424852784551437,-8.66702
350,5,5.440401069106264,-8.65737
400,5,5.836296386734601,-8.6352
450,5,6.110317709035574,-8.60624
500,5,6.253509515362469,-8.57971
550,5,6.010617121654159,-8.55116
600,5,6.3179550931678,-8.52575
650,5,6.1955345243379885,-8.49693
700,5,6.264784877391636,-8.48303
750,5,6.195285765338101,-8.4716
800,5,6.3457168234295995,-8.45364
850,5,6.378966933243596,-8.44322
900,5,6.276673039678357,-8.43481
950,5,6.542053812505186,-8.42965
1000,5,6.527980915819219,-8.4252
1050,5,6.1687427500928775,-8.42415
1100,5,6.604311569864881,-8.41919
1150,5,6.43712196181466,-8.41662
1200,5,6.16202847859775,-8.41225
1250,5,6.444779951167931,-8.41083
1300,5,6.081701386621651,-8.41698
1350,5,6.158437912369816,-8.41305
1400,5,6.097145875313082,-8.41404
1450,5,6.003615891740918,-8.40726
1500,5,6.4983642629463585,-8.40914
1550,5,6.18637405937905,-8.40913
1600,5,6.316056857639561,-8.40362
1650,5,6.1695706692474985,-8.40833
1700,5,6.11968374810045,-8.41217
1750,5,6.513304101315717,-8.40882
1800,5,6.186418612891281,-8.41093
1850,5,6.212892086529957,-8.40727
1900,5,5.966907855826438,-8.41232
1950,5,5.962403879541118,-8.40933
2000,5,6.357695514895106,-8.40989
2050,5,6.201466931113125,-8.40852
2100,5,6.2211002379045475,-8.41141
2150,5,6.131497144089716,-8.41342
2200,5,6.321948477856473,-8.40951
2250,5,6.161015437473944,-8.41381
2300,5,6.181860633806916,-8.40687
2350,5,6.254382448942863,-8.40787
2400,5,6.320027603824046,-8.40776
2450,5,6.242031243579284,-8.4094
2500,5,6.154340082978505,-8.40272
2550,5,6.29921460422533,-8.40443
2600,5,6.422561463886714,-8.40523
2650,5,6.331191485881954,-8.40377
2700,5,6.229415224264582,-8.41138
2750,5,6.2464075084896855,-8.4061
2800,5,6.334428245310928,-8.40635
2850,5,6.585847666126215,-8.40928
2900,5,6.036545063135444,-8.4028
2950,5,6.207092665923758,-8.40887
3000,5,6.270476417470233,-8.40581
3050,5,6.34024000816123,-8.40626
3100,5,6.221320166134199,-8.40562
3150,5,6.066765788039419,-8.40623
3200,5,6.1879142281030095,-8.40256
3250,5,6.07868314471664,-8.40776
3300,5,6.042749460572913,-8.40596
3350,5,6.262625866153911,-8.40911
3400,5,6.116614944948505,-8.40436
3450,5,6.168224899243036,-8.40564
3500,5,6.110813655560821,-8.40629
3550,5,5.928226564433172,-8.4059
3600,5,6.091259110783593,-8.40846
3650,5,6.116238843855545,-8.40905
3700,5,6.357505082204954,-8.40576
3750,5,6.0771794307166,-8.40227
3800,5,6.353791838710952,-8.40549
3850,5,6.063821588234446,-8.40548
3900,5,6.23799054311038,-8.40429
3950,5,5.9546583007560026,-8.40847
4000,5,6.099512342924375,-8.40299
50,5,3.1944664742917364,-8.85916
100,5,3.896572817704827,-8.73423
150,5,4.039274310433772,-8.69306
200,5,4.236837922019609,-8.68068
250,5,4.193678468145677,-8.64046
300,5,4.537698194917836,-8.66702
350,5,4.990713939930128,-8.65737
400,5,5.092051860973741,-8.6352
450,5,5.417151389802801,-8.60624
500,5,5.553825111597396,-8.57971
550,5,5.553847491850123,-8.55116
600,5,5.738743665898357,-8.52575
650,5,5.790109423496796,-8.49693
700,5,5.779681294532786,-8.48303
750,5,6.017248805246765,-8.4716
800,5,6.154489159483515,-8.45364
850,5,6.088052004209475,-8.44322
900,5,5.910927191332534,-8.43481
950,5,5.88476872754101,-8.42965
1000,5,6.042171748526417,-8.4252
1050,5,6.071840277768768,-8.42415
1100,5,6.137457448990938,-8.41919
1150,5,5.807908464614747,-8.41662
1200,5,5.97740914143496,-8.41225
1250,5,6.0709227793191385,-8.41083
1300,5,5.990428539671493,-8.41698
1350,5,6.29159082116535,-8.41305
1400,5,6.255794887173932,-8.41404
1450,5,5.9437200591582915,-8.40726
1500,5,5.86906006751112,-8.40914
1550,5,6.092200040345003,-8.40913
1600,5,6.3014847942409675,-8.40362
1650,5,6.427741415667531,-8.40833
1700,5,6.000447907560903,-8.41217
1750,5,6.055225287182004,-8.40882
1800,5,6.148795185015096,-8.41093
1850,5,5.96681174858838,-8.40727
1900,5,6.0379057731045345,-8.41232
1950,5,6.247200537221426,-8.40933
2000,5,5.798117281161283,-8.40989
2050,5,6.021908050467964,-8.40852
2100,5,6.220020552501659,-8.41141
2150,5,6.18157658259519,-8.41342
2200,5,5.941615790938325,-8.40951
2250,5,6.196967156775079,-8.41381
2300,5,5.95646757707176,-8.40687
2350,5,6.053522983576439,-8.40787
2400,5,6.162345833193099,-8.40776
2450,5,5.904623099777686,-8.4094
2500,5,5.816838497525176,-8.40272
2550,5,6.244731493070638,-8.40443
2600,5,5.974854608732396,-8.40523
2650,5,6.045435636606735,-8.40377
2700,5,6.1290655507082255,-8.41138
2750,5,5.841566824092209,-8.4061
2800,5,6.19626798253808,-8.40635
2850,5,5.9269615873794965,-8.40928
2900,5,6.011010112909353,-8.4028
2950,5,5.916902681609783,-8.40887
3000,5,6.154152114641153,-8.40581
3050,5,5.8637732743964674,-8.40626
3100,5,5.945059442611664,-8.40562
3150,5,5.9867843217666525,-8.40623
3200,5,5.944011577791939,-8.40256
3250,5,5.864247191718692,-8.40776
3300,5,5.706949581562651,-8.40596
3350,5,5.945661396689375,-8.40911
3400,5,6.0043240287735715,-8.40436
3450,5,6.093745889092893,-8.40564
3500,5,6.06590073351986,-8.40629
3550,5,6.2613665328145585,-8.4059
3600,5,5.733856575013576,-8.40846
3650,5,6.144488840263584,-8.40905
3700,5,5.918811598061937,-8.40576
3750,5,6.093971978044252,-8.40227
3800,5,5.949789972998317,-8.40549
3850,5,5.850604132130131,-8.40548
3900,5,5.8374629031274505,-8.40429
3950,5,6.089351017643481,-8.40847
4000,5,5.9829627553122915,-8.40299
50,10,2.6429825099444795,-8.85916
100,10,2.9288319690589653,-8.73423
150,10,3.0799387049372067,-8.69306
200,10,3.098381202025917,-8.68068
250,10,3.175187570517482,-8.64046
300,10,3.4774584571710556,-8.66702
350,10,3.6575818465423002,-8.65737
400,10,3.889936829132591,-8.6352
450,10,3.98445522049397,-8.60624
500,10,4.0703769766488405,-8.57971
550,10,4.185679164530304,-8.55116
600,10,4.220395000254387,-8.52575
650,10,4.124493074391456,-8.49693
700,10,4.207079024377547,-8.48303
750,10,4.263263200180017,-8.4716
800,10,4.207427826328799,-8.45364
850,10,4.180720952772658,-8.44322
900,10,4.273078411557559,-8.43481
950,10,4.23695183328466,-8.42965
1000,10,4.296173122634116,-8.4252
1050,10,4.241703998161979,-8.42415
1100,10,4.216509152796096,-8.41919
1150,10,4.201630864586033,-8.41662
1200,10,4.221872707182261,-8.41225
1250,10,4.284671728306182,-8.41083
1300,10,4.08119783392516,-8.41698
1350,10,4.394288319373294,-8.41305
1400,10,4.230993706249813,-8.41404
1450,10,4.295730673386978,-8.40726
1500,10,4.233479252811815,-8.40914
1550,10,4.23504557702573,-8.40913
1600,10,4.246114378187489,-8.40362
1650,10,4.248982289945552,-8.40833
1700,10,4.307851475322622,-8.41217
1750,10,4.1677854057270425,-8.40882
1800,10,4.2554297248963024,-8.41093
1850,10,4.315050283811788,-8.40727
1900,10,4.199795050977266,-8.41232
1950,10,4.116319445401633,-8.40933
2000,10,4.293461112482232,-8.40989
2050,10,4.225114164786937,-8.40852
2100,10,4.3620824450183,-8.41141
2150,10,4.054592424950895,-8.41342
2200,10,4.23406638916037,-8.40951
2250,10,4.385682082616433,-8.41381
2300,10,4.20521305514365,-8.40687
2350,10,4.324911804899487,-8.40787
2400,10,4.274215405149716,-8.40776
2450,10,4.421349080949405,-8.4094
2500,10,4.34874605441119,-8.40272
2550,10,4.399003075760262,-8.40443
2600,10,4.369758468464844,-8.40523
2650,10,4.379770854506208,-8.40377
2700,10,4.352002297643237,-8.41138
2750,10,4.355132048548217,-8.4061
2800,10,4.270231514948378,-8.40635
2850,10,4.358653671576633,-8.40928
2900,10,4.210893866467288,-8.4028
2950,10,4.206094685896254,-8.40887
3000,10,4.238276208201712,-8.40581
3050,10,4.318560560025149,-8.40626
3100,10,4.279573643883001,-8.40562
3150,10,4.138190312262173,-8.40623
3200,10,4.268527970859164,-8.40256
3250,10,4.358048162539164,-8.40776
3300,10,4.292918284331083,-8.40596
3350,10,4.293467290495812,-8.40911
3400,10,4.3845960767830405,-8.40436
3450,10,4.392086109470356,-8.40564
3500,10,4.293697520070902,-8.40629
3550,10,4.393948873375944,-8.4059
3600,10,4.24819351257139,-8.40846
3650,10,4.336389134338842,-8.40905
3700,10,4.4011132306695515,-8.40576
3750,10,4.347587749009822,-8.40227
3800,10,4.378156491917051,-8.40549
3850,10,4.446041230834061,-8.40548
3900,10,4.349272915365041,-8.40429
3950,10,4.4946722385623215,-8.40847
4000,10,4.323238717022498,-8.40299
50,10,2.85153279406761,-8.85916
100,10,3.1614880439269655,-8.73423
150,10,3.3843891111066786,-8.69306
200,10,3.8013673271180037,-8.68068
250,10,3.7872198533608543,-8.64046
300,10,3.9209276048353257,-8.66702
350,10,4.257856351801113,-8.65737
400,10,4.339454759988953,-8.6352
450,10,4.455629356826968,-8.60624
500,10,4.406800548835133,-8.57971
550,10,4.353560957765344,-8.55116
600,10,4.462042485666879,-8.52575
650,10,4.370688925613977,-8.49693
700,10,4.4838046464173775,-8.48303
750,10,4.52529738482262,-8.4716
800,10,4.586990456664776,-8.45364
850,10,4.373342228331341,-8.44322
900,10,4.4721921736051735,-8.43481
950,10,4.306823065578821,-8.42965
1000,10,4.504921685615299,-8.4252
1050,10,4.613698540526202,-8.42415
1100,10,4.558269591832341,-8.41919
1150,10,4.511885835188775,-8.41662
1200,10,4.581833317311109,-8.41225
1250,10,4.619086967997245,-8.41083
1300,10,4.534565983009306,-8.41698
1350,10,4.421254477176771,-8.41305
1400,10,4.581617214382642,-8.41404
1450,10,4.4810529552252705,-8.40726
1500,10,4.490708436024659,-8.40914
1550,10,4.495314801253902,-8.40913
1600,10,4.450893871334039,-8.40362
1650,10,4.445260654504091,-8.40833
1700,10,4.560069563334648,-8.41217
1750,10,4.468693313989609,-8.40882
1800,10,4.563750086511604,-8.41093
1850,10,4.411166568511437,-8.40727
1900,10,4.477535390664106,-8.41232
1950,10,4.474994796404662,-8.40933
2000,10,4.435543403658354,-8.40989
2050,10,4.567831746475376,-8.40852
2100,10,4.477273697403223,-8.41141
2150,10,4.436986568977344,-8.41342
2200,10,4.4178830888300675,-8.40951
2250,10,4.355583960821418,-8.41381
2300,10,4.335214969073112,-8.40687
2350,10,4.495508045850585,-8.40787
2400,10,4.439792338817792,-8.40776
2450,10,4.432302516620651,-8.4094
2500,10,4.491871326567291,-8.40272
2550,10,4.467432285203954,-8.40443
2600,10,4.351802165028272,-8.40523
2650,10,4.554004028292839,-8.40377
2700,10,4.303506522641578,-8.41138
2750,10,4.4180544994057,-8.4061
2800,10,4.477312887882069,-8.40635
2850,10,4.415456239030828,-8.40928
2900,10,4.435513417508898,-8.4028
2950,10,4.436685335947969,-8.40887
3000,10,4.391420114003021,-8.40581
3050,10,4.438527483974524,-8.40626
3100,10,4.520453692752854,-8.40562
3150,10,4.485225692788077,-8.40623
3200,10,4.421959573461885,-8.40256
3250,10,4.417176617206629,-8.40776
3300,10,4.463452457056247,-8.40596
3350,10,4.509561186829279,-8.40911
3400,10,4.563122759230308,-8.40436
3450,10,4.485610588674512,-8.40564
3500,10,4.48491894614849,-8.40629
3550,10,4.501815750828406,-8.4059
3600,10,4.506559431885515,-8.40846
3650,10,4.521180697291618,-8.40905
3700,10,4.485816485917465,-8.40576
3750,10,4.527293681349411,-8.40227
3800,10,4.485959710176854,-8.40549
3850,10,4.4842069680213275,-8.40548
3900,10,4.438875416863437,-8.40429
3950,10,4.49882916166983,-8.40847
4000,10,4.559661813980534,-8.40299
50,10,2.6498070231966504,-8.85916
100,10,2.7970264490142225,-8.73423
150,10,3.029347832022016,-8.69306
200,10,3.264963357186032,-8.68068
250,10,3.343029841586736,-8.64046
300,10,3.759089556838006,-8.66702
350,10,3.9110061127707123,-8.65737
400,10,3.8366393107855203,-8.6352
450,10,3.8880317079138758,-8.60624
500,10,4.1760062258390205,-8.57971
550,10,4.2653805467077115,-8.55116
600,10,4.375466138933723,-8.52575
650,10,4.356915900358828,-8.49693
700,10,4.265360434859891,-8.48303
750,10,4.428693064493423,-8.4716
800,10,4.42548929073692,-8.45364
850,10,4.429635276807352,-8.44322
900,10,4.5400552580211055,-8.43481
950,10,4.558443364518014,-8.42965
1000,10,4.509233586360658,-8.4252
1050,10,4.546258228728183,-8.42415
1100,10,4.616362905408591,-8.41919
1150,10,4.521768249650754,-8.41662
1200,10,4.49262260828891,-8.41225
1250,10,4.649310966458814,-8.41083
1300,10,4.599539085262153,-8.41698
1350,10,4.552982355949013,-8.41305
1400,10,4.498068630687859,-8.41404
1450,10,4.5394895345311195,-8.40726
1500,10,4.5232874306426165,-8.40914
1550,10,4.461711135183627,-8.40913
1600,10,4.5013959704267315,-8.40362
1650,10,4.481188171691505,-8.40833
1700,10,4.727898327731292,-8.41217
1750,10,4.554073287240925,-8.40882
1800,10,4.498175430917659,-8.41093
1850,10,4.434422090174777,-8.40727
1900,10,4.3935437971057425,-8.41232
1950,10,4.398514721050615,-8.40933
2000,10,4.520903221120398,-8.40989
2050,10,4.549477359494081,-8.40852
2100,10,4.447770306462262,-8.41141
2150,10,4.32910788557947,-8.41342
2200,10,4.395306195595079,-8.40951
2250,10,4.4583147491100625,-8.41381
2300,10,4.345863123040582,-8.40687
2350,10,4.34675442257674,-8.40787
2400,10,4.409321466989203,-8.40776
2450,10,4.399308130393538,-8.4094
2500,10,4.48835007801094,-8.40272
2550,10,4.434724052246128,-8.40443
2600,10,4.506450656294618,-8.40523
2650,10,4.484697677188407,-8.40377
2700,10,4.379360805646989,-8.41138
2750,10,4.600065366806757,-8.4061
2800,10,4.359256291552246,-8.40635
2850,10,4.501656577093025,-8.40928
2900,10,4.583648435565163,-8.4028
2950,10,4.540135520780173,-8.40887
3000,10,4.61320216235593,-8.40581
3050,10,4.4689693369119095,-8.40626
3100,10,4.458424810286787,-8.40562
3150,10,4.532877396188497,-8.40623
3200,10,4.412130711014366,-8.40256
3250,10,4.409484988023214,-8.40776
3300,10,4.503228484548568,-8.40596
3350,10,4.38255782622015,-8.40911
3400,10,4.351140140569832,-8.40436
3450,10,4.418762552357836,-8.40564
3500,10,4.484641083264266,-8.40629
3550,10,4.441435280019893,-8.4059
3600,10,4.549691871812822,-8.40846
3650,10,4.508538662845517,-8.40905
3700,10,4.533376057267709,-8.40576
3750,10,4.4887112247386955,-8.40227
3800,10,4.499460329670261,-8.40549
3850,10,4.579971069389707,-8.40548
3900,10,4.528218233521388,-8.40429
3950,10,4.47447247074865,-8.40847
4000,10,4.498796741400506,-8.40299
50,15,2.2332082443761934,-8.85916
100,15,2.5666851649970646,-8.73423
150,15,2.6655760003686493,-8.69306
200,15,2.756651781204413,-8.68068
250,15,2.860264336377801,-8.64046
300,15,3.025568753857332,-8.66702
350,15,3.1508520769219728,-8.65737
400,15,3.2058741675563773,-8.6352
450,15,3.347034589646356,-8.60624
500,15,3.4573122955039968,-8.57971
550,15,3.348071331399433,-8.55116
600,15,3.518823766311803,-8.52575
650,15,3.4722628446228248,-8.49693
700,15,3.5559958013194484,-8.48303
750,15,3.5433600123515068,-8.4716
800,15,3.5849109951966938,-8.45364
850,15,3.570340581845464,-8.44322
900,15,3.625091678175029,-8.43481
950,15,3.5589043463206247,-8.42965
1000,15,3.4713856286452507,-8.4252
1050,15,3.527307096119359,-8.42415
1100,15,3.4696787745691653,-8.41919
1150,15,3.5482856055413774,-8.41662
1200,15,3.4995702522800687,-8.41225
1250,15,3.468440773311106,-8.41083
1300,15,3.553516789890938,-8.41698
1350,15,3.5456526347094037,-8.41305
1400,15,3.5841131426580364,-8.41404
1450,15,3.501437998141249,-8.40726
1500,15,3.4991053308297837,-8.40914
1550,15,3.614315463834091,-8.40913
1600,15,3.4899227208125403,-8.40362
1650,15,3.577780790565703,-8.40833
1700,15,3.604184609204594,-8.41217
1750,15,3.555745102193929,-8.40882
1800,15,3.6205118154009357,-8.41093
1850,15,3.5623588101815287,-8.40727
1900,15,3.8023030783587854,-8.41232
1950,15,3.5717613101819095,-8.40933
2000,15,3.615955204942828,-8.40989
2050,15,3.6852776884356078,-8.40852
2100,15,3.544054038266589,-8.41141
2150,15,3.606770901713458,-8.41342
2200,15,3.491955570913532,-8.40951
2250,15,3.5850481034466837,-8.41381
2300,15,3.600798592176637,-8.40687
2350,15,3.5577102751681133,-8.40787
2400,15,3.7242176939369975,-8.40776
2450,15,3.5198142844206632,-8.4094
2500,15,3.7260923471585885,-8.40272
2550,15,3.668532559406856,-8.40443
2600,15,3.6132910987398494,-8.40523
2650,15,3.761973793172107,-8.40377
2700,15,3.6721236579723406,-8.41138
2750,15,3.6354678214999914,-8.4061
2800,15,3.7301651159427194,-8.40635
2850,15,3.58270417942482,-8.40928
2900,15,3.6066204145832943,-8.4028
2950,15,3.6277465745794437,-8.40887
3000,15,3.4716719351592893,-8.40581
3050,15,3.674146698478625,-8.40626
3100,15,3.5732605439701595,-8.40562
3150,15,3.6406488721507886,-8.40623
3200,15,3.593517790215515,-8.40256
3250,15,3.7273241476491474,-8.40776
3300,15,3.6616690244716326,-8.40596
3350,15,3.666910559286537,-8.40911
3400,15,3.599993036381405,-8.40436
3450,15,3.6343060029652596,-8.40564
3500,15,3.7319650704855456,-8.40629
3550,15,3.6727693780842907,-8.4059
3600,15,3.6028925029891377,-8.40846
3650,15,3.739262673873101,-8.40905
3700,15,3.696078425699136,-8.40576
3750,15,3.7422292849348286,-8.40227
3800,15,3.672784608606097,-8.40549
3850,15,3.6539227646431502,-8.40548
3900,15,3.6114481876909865,-8.40429
3950,15,3.527434696866596,-8.40847
4000,15,3.65214798151136,-8.40299
50,15,2.1841436792842495,-8.85916
100,15,2.6916509441763314,-8.73423
150,15,2.8407500330764224,-8.69306
200,15,2.8826778213922246,-8.68068
250,15,2.8735461157051887,-8.64046
300,15,3.1773308636640527,-8.66702
350,15,3.2811442391318275,-8.65737
400,15,3.4848096303894276,-8.6352
450,15,3.4893018493185264,-8.60624
500,15,3.567431134800465,-8.57971
550,15,3.5357124804645417,-8.55116
600,15,3.5929041684444813,-8.52575
650,15,3.5995640998419285,-8.49693
700,15,3.5884786465677228,-8.48303
750,15,3.5921475201815185,-8.4716
800,15,3.489867967949494,-8.45364
850,15,3.644204223848127,-8.44322
900,15,3.588736526687456,-8.43481
950,15,3.6867683635515,-8.42965
1000,15,3.678093766639919,-8.4252
1050,15,3.7615555193023,-8.42415
1100,15,3.7124518854476385,-8.41919
1150,15,3.7257288394714325,-8.41662
1200,15,3.7596300741546815,-8.41225
1250,15,3.723328734533315,-8.41083
1300,15,3.700723378143902,-8.41698
1350,15,3.7063619637199725,-8.41305
1400,15,3.7433761496356515,-8.41404
1450,15,3.6501784825621035,-8.40726
1500,15,3.790988407800485,-8.40914
1550,15,3.8662164852513903,-8.40913
1600,15,3.7616922528546044,-8.40362
1650,15,3.7392681559126433,-8.40833
1700,15,3.745702453969789,-8.41217
1750,15,3.711145863463784,-8.40882
1800,15,3.8012767012037334,-8.41093
1850,15,3.7916681902371114,-8.40727
1900,15,3.7745771642567,-8.41232
1950,15,3.831672068704481,-8.40933
2000,15,3.799213947316334,-8.40989
2050,15,3.8336324979580376,-8.40852
2100,15,3.868947223649796,-8.41141
2150,15,3.7313409043901165,-8.41342
2200,15,3.755945648528704,-8.40951
2250,15,3.7923426645167035,-8.41381
2300,15,3.775020117562995,-8.40687
2350,15,3.823690016081915,-8.40787
2400,15,3.6908568620520943,-8.40776
2450,15,3.6771875537438348,-8.4094
2500,15,3.827620990354283,-8.40272
2550,15,3.718739941166686,-8.40443
2600,15,3.646283634221375,-8.40523
2650,15,3.799724478134508,-8.40377
2700,15,3.8901233017977366,-8.41138
2750,15,3.7667778580097346,-8.4061
2800,15,3.7212132976708236,-8.40635
2850,15,3.6690633654327094,-8.40928
2900,15,3.75040432711234,-8.4028
2950,15,3.7607789329788797,-8.40887
3000,15,3.7676583547129137,-8.40581
3050,15,3.6409118602904478,-8.40626
3100,15,3.734260871137567,-8.40562
3150,15,3.742440683944126,-8.40623
3200,15,3.749799168922014,-8.40256
3250,15,3.785566426414508,-8.40776
3300,15,3.841236975105,-8.40596
3350,15,3.800580572112171,-8.40911
3400,15,3.6763718377696097,-8.40436
3450,15,3.7555798202804853,-8.40564
3500,15,3.8168396513690905,-8.40629
3550,15,3.744788802456475,-8.4059
3600,15,3.811631133239951,-8.40846
3650,15,3.780374439867168,-8.40905
3700,15,3.837180151846313,-8.40576
3750,15,3.678669281148212,-8.40227
3800,15,3.7892481120386883,-8.40549
3850,15,3.7295389782433714,-8.40548
3900,15,3.706808561274942,-8.40429
3950,15,3.7878057648259698,-8.40847
4000,15,3.779323621788715,-8.40299
50,15,1.91734116641674,-8.85916
100,15,2.3250453678385323,-8.73423
150,15,2.574532591739751,-8.69306
200,15,2.663080439279477,-8.68068
250,15,2.787141373173125,-8.64046
300,15,3.0782115146322906,-8.66702
350,15,3.0829077667844467,-8.65737
400,15,3.3167718175260488,-8.6352
450,15,3.2269197048237968,-8.60624
500,15,3.382727955318027,-8.57971
550,15,3.4824295096390436,-8.55116
600,15,3.4668701486901052,-8.52575
650,15,3.5512125230075253,-8.49693
700,15,3.5404066505201874,-8.48303
750,15,3.5822603783339018,-8.4716
800,15,3.5658697808554036,-8.45364
850,15,3.5889290056146668,-8.44322
900,15,3.5496423090166584,-8.43481
950,15,3.642516602368228,-8.42965
1000,15,3.6614724585489986,-8.4252
1050,15,3.573701192567387,-8.42415
1100,15,3.683250697908527,-8.41919
1150,15,3.628643124867805,-8.41662
1200,15,3.654508206696656,-8.41225
1250,15,3.5414027353358772,-8.41083
1300,15,3.535705821276622,-8.41698
1350,15,3.714559877404553,-8.41305
1400,15,3.655233941615602,-8.41404
1450,15,3.6222099576318927,-8.40726
1500,15,3.674212834347694,-8.40914
1550,15,3.6805299302065198,-8.40913
1600,15,3.6606956331509988,-8.40362
1650,15,3.729551110725821,-8.40833
1700,15,3.8479704221803415,-8.41217
1750,15,3.7144208499954563,-8.40882
1800,15,3.6537843250915456,-8.41093
1850,15,3.724045375038296,-8.40727
1900,15,3.6784447943562326,-8.41232
1950,15,3.7717652760416325,-8.40933
2000,15,3.6117172779625193,-8.40989
2050,15,3.6529666351967642,-8.40852
2100,15,3.631562029627487,-8.41141
2150,15,3.721628911995622,-8.41342
2200,15,3.6609054420509133,-8.40951
2250,15,3.6628493814786838,-8.41381
2300,15,3.708676892106201,-8.40687
2350,15,3.5947619085614124,-8.40787
2400,15,3.635087516587034,-8.40776
2450,15,3.472648948491149,-8.4094
2500,15,3.6931185303801293,-8.40272
2550,15,3.6541989299493043,-8.40443
2600,15,3.6824174054227945,-8.40523
2650,15,3.5717504935140414,-8.40377
2700,15,3.717644663779989,-8.41138
2750,15,3.5410136038151627,-8.4061
2800,15,3.5454833466506215,-8.40635
2850,15,3.6575876565345307,-8.40928
2900,15,3.731357139523937,-8.4028
2950,15,3.5692372660122285,-8.40887
3000,15,3.725684359957363,-8.40581
3050,15,3.5952442960969893,-8.40626
3100,15,3.7108404689725054,-8.40562
3150,15,3.650956400647302,-8.40623
3200,15,3.7111020737446667,-8.40256
3250,15,3.6914110081241143,-8.40776
3300,15,3.5610958892868796,-8.40596
3350,15,3.6950100198932385,-8.40911
3400,15,3.647750729997037,-8.40436
3450,15,3.673208219784002,-8.40564
3500,15,3.6701388952536917,-8.40629
3550,15,3.6587749897454267,-8.4059
3600,15,3.695137267997845,-8.40846
3650,15,3.684368430561462,-8.40905
3700,15,3.579958860379441,-8.40576
3750,15,3.6283211417325636,-8.40227
3800,15,3.629509194752848,-8.40549
3850,15,3.625931124350681,-8.40548
3900,15,3.570042978263149,-8.40429
3950,15,3.6912369803192986,-8.40847
4000,15,3.622491508014965,-8.40299
50,20,1.799873771648392,-8.85916
100,20,2.0999810566830672,-8.73423
150,20,2.288160280991867,-8.69306
200,20,2.386807090033166,-8.68068
250,20,2.4366464194188926,-8.64046
300,20,2.4967648026894156,-8.66702
350,20,2.7266437270589816,-8.65737
400,20,2.792006639080202,-8.6352
450,20,2.918629462588627,-8.60624
500,20,2.970685100882312,-8.57971
550,20,2.966451928805302,-8.55116
600,20,3.009061124359033,-8.52575
650,20,3.0074420859378588,-8.49693
