iterations,top_n,coherence,LL
3250,5,0.15308831044344132,-8.4018
3300,5,0.15340861459445893,-8.3971
3350,5,0.1534883706773628,-8.40041
3400,5,0.1528858908022004,-8.40157
3450,5,0.1546101041924496,-8.4019
3500,5,0.15084379038544402,-8.40146
3550,5,0.15032311272991616,-8.40084
3600,5,0.15371883183411264,-8.39719
3650,5,0.15524772852057375,-8.39876
3700,5,0.15311534606443597,-8.39977
3750,5,0.1529519691790267,-8.3994
3800,5,0.15442451419807418,-8.401
3850,5,0.15306201728871077,-8.39797
3900,5,0.15503528012885462,-8.40013
3950,5,0.15529515601311214,-8.40127
4000,5,0.15847517733045088,-8.4007
50,5,0.08844782736472588,-8.88867
100,5,0.10622192975594558,-8.76834
150,5,0.11513247772717775,-8.71656
200,5,0.12583394391046884,-8.69552
250,5,0.13629699050001948,-8.64659
300,5,0.13286276275837558,-8.64398
350,5,0.13458575585307986,-8.61734
400,5,0.14615653822410052,-8.58874
450,5,0.1496458246389796,-8.55654
500,5,0.15215398444709938,-8.53428
550,5,0.15540239524008537,-8.51045
600,5,0.14393298603801563,-8.49083
650,5,0.15165650243772286,-8.47398
700,5,0.15014292139181856,-8.45873
750,5,0.14737721585932284,-8.45174
800,5,0.14478018276758398,-8.44232
850,5,0.1488490449660761,-8.43341
900,5,0.1495877381553178,-8.42934
950,5,0.14810012820786325,-8.42339
1000,5,0.15048003846417068,-8.42164
1050,5,0.14910319244421424,-8.41851
1100,5,0.14899600385783685,-8.41165
1150,5,0.15183836204904327,-8.40646
1200,5,0.15374361648582272,-8.40722
1250,5,0.15396542839606173,-8.39864
1300,5,0.15484908532747815,-8.40765
1350,5,0.15818030304001607,-8.40574
1400,5,0.15226852606868405,-8.40174
1450,5,0.1555993816205966,-8.40172
1500,5,0.1503250701912725,-8.40217
1550,5,0.15078035050628202,-8.40004
1600,5,0.15175185591728999,-8.4002
1650,5,0.15869107724546908,-8.40097
1700,5,0.1564770684968212,-8.39875
1750,5,0.15697593120475692,-8.40498
1800,5,0.15475468191251707,-8.40317
1850,5,0.1546394394570302,-8.40281
1900,5,0.15854673544108208,-8.40471
1950,5,0.15732708558699268,-8.40586
2000,5,0.15463331742138284,-8.40403
2050,5,0.15285927713009023,-8.40419
2100,5,0.15413926215738197,-8.40508
2150,5,0.1517782372134462,-8.40316
2200,5,0.1523128094729704,-8.40486
2250,5,0.15228646199068235,-8.39766
2300,5,0.15326541967198545,-8.40303
2350,5,0.15550362883603944,-8.3989
2400,5,0.15457486320464886,-8.39784
2450,5,0.15729324432633168,-8.40054
2500,5,0.14928242528969396,-8.40057
2550,5,0.15164196403313038,-8.40145
2600,5,0.15144473420137436,-8.39861
2650,5,0.15381502192685922,-8.40128
2700,5,0.1507412367830967,-8.39809
2750,5,0.1516225411225611,-8.39924
2800,5,0.1524046851587158,-8.39976
2850,5,0.15383863829772795,-8.40617
2900,5,0.1560723035871991,-8.4026
2950,5,0.150979374194968,-8.40287
3000,5,0.15211177545339002,-8.40164
3050,5,0.15698682920104504,-8.40193
3100,5,0.1527953514148226,-8.40233
3150,5,0.15387098677758496,-8.40114
3200,5,0.1537934473690805,-8.40041
3250,5,0.149912208989624,-8.4018
3300,5,0.15074447184045353,-8.3971
3350,5,0.15401405793191617,-8.40041
3400,5,0.15229913339273565,-8.40157
3450,5,0.15265154413863857,-8.4019
3500,5,0.14879248542122922,-8.40146
3550,5,0.1501577654291355,-8.40084
3600,5,0.15264939245961107,-8.39719
3650,5,0.1478814346000886,-8.39876
3700,5,0.15063615678396564,-8.39977
3750,5,0.15127278946738731,-8.3994
3800,5,0.15103513471439645,-8.401
3850,5,0.1475049648447129,-8.39797
3900,5,0.14543826389446257,-8.40013
3950,5,0.15013196308655682,-8.40127
4000,5,0.15281974624238445,-8.4007
50,5,0.0800194046138784,-8.88867
100,5,0.09676454909332839,-8.76834
150,5,0.1006962306133126,-8.71656
200,5,0.1115780458186626,-8.69552
250,5,0.11466041537905643,-8.64659
300,5,0.11183072229318373,-8.64398
350,5,0.12610230668184033,-8.61734
400,5,0.12667343804997613,-8.58874
450,5,0.142704978149264,-8.55654
500,5,0.14428290427613882,-8.53428
550,5,0.15572693163306886,-8.51045
600,5,0.15657451820932403,-8.49083
650,5,0.159744228117518,-8.47398
700,5,0.1598630774053725,-8.45873
750,5,0.1596052847086174,-8.45174
800,5,0.16220234392626232,-8.44232
850,5,0.16457754790696486,-8.43341
900,5,0.16187960769869464,-8.42934
950,5,0.15966392109841104,-8.42339
1000,5,0.1559537593253953,-8.42164
1050,5,0.1594691483126041,-8.41851
1100,5,0.15791130646950557,-8.41165
1150,5,0.15841404000684936,-8.40646
1200,5,0.16705366421476253,-8.40722
1250,5,0.15932129221885796,-8.39864
1300,5,0.15213245878468548,-8.40765
1350,5,0.15537200998641268,-8.40574
1400,5,0.15646713671192305,-8.40174
1450,5,0.15899327316771303,-8.40172
1500,5,0.15862860899666023,-8.40217
1550,5,0.1575776747330419,-8.40004
1600,5,0.1554392854856344,-8.4002
1650,5,0.15693411103987442,-8.40097
1700,5,0.15681889473288368,-8.39875
1750,5,0.16142804734083477,-8.40498
1800,5,0.1494558334058106,-8.40317
1850,5,0.15588784984471313,-8.40281
1900,5,0.1539385297595612,-8.40471
1950,5,0.15058040607218667,-8.40586
2000,5,0.1578040880128475,-8.40403
2050,5,0.15532329556499916,-8.40419
2100,5,0.15947195857400823,-8.40508
2150,5,0.157136007558606,-8.40316
2200,5,0.15454984968860264,-8.40486
2250,5,0.15985394348330217,-8.39766
2300,5,0.15816143538428323,-8.40303
2350,5,0.1609218673669256,-8.3989
2400,5,0.1583657005544638,-8.39784
2450,5,0.15768204399071817,-8.40054
2500,5,0.1580687021535361,-8.40057
2550,5,0.16170631350679332,-8.40145
2600,5,0.1570977358928818,-8.39861
2650,5,0.15826061428517715,-8.40128
2700,5,0.15191506721377007,-8.39809
2750,5,0.16021070375728844,-8.39924
2800,5,0.1552317539237484,-8.39976
2850,5,0.15325730198479134,-8.40617
2900,5,0.15842368580728197,-8.4026
2950,5,0.15285689799292634,-8.40287
3000,5,0.15605783617626337,-8.40164
3050,5,0.15228944925890217,-8.40193
3100,5,0.14900590956634738,-8.40233
3150,5,0.14914203992879776,-8.40114
3200,5,0.14347583764185665,-8.40041
3250,5,0.14405280452878738,-8.4018
3300,5,0.15159306107830173,-8.3971
3350,5,0.1529481267136494,-8.40041
3400,5,0.15342809709705246,-8.40157
3450,5,0.14666196993957473,-8.4019
3500,5,0.1493644312242162,-8.40146
3550,5,0.152561263742106,-8.40084
3600,5,0.14451921857192726,-8.39719
3650,5,0.14995234560756948,-8.39876
3700,5,0.1510163467802058,-8.39977
3750,5,0.1499086824790702,-8.3994
3800,5,0.15141299437190706,-8.401
3850,5,0.1478445069826745,-8.39797
3900,5,0.14738587496492803,-8.40013
3950,5,0.15421698723264318,-8.40127
4000,5,0.15540728547812582,-8.4007
50,10,0.06848281367584907,-8.88867
100,10,0.080534630022869,-8.76834
150,10,0.08666884061613828,-8.71656
200,10,0.08969637401990398,-8.69552
250,10,0.0964439963887909,-8.64659
300,10,0.09937218564391777,-8.64398
350,10,0.10227111844594194,-8.61734
400,10,0.1090179767969622,-8.58874
450,10,0.11135690129592726,-8.55654
500,10,0.11419220843876601,-8.53428
550,10,0.11259749318845423,-8.51045
600,10,0.11382738846607998,-8.49083
650,10,0.11399911283711082,-8.47398
700,10,0.11213343088879571,-8.45873
750,10,0.11573656078475683,-8.45174
800,10,0.11156528308443826,-8.44232
850,10,0.11348400308268553,-8.43341
900,10,0.11314618488578532,-8.42934
950,10,0.11279300049057366,-8.42339
1000,10,0.11132944070368213,-8.42164
1050,10,0.11245636749967869,-8.41851
1100,10,0.11017880967109968,-8.41165
1150,10,0.11150937629125597,-8.40646
1200,10,0.1164645614842559,-8.40722
1250,10,0.11439950446166819,-8.39864
1300,10,0.10996629894807715,-8.40765
1350,10,0.11483217794122584,-8.40574
1400,10,0.11529462423319353,-8.40174
1450,10,0.1139716552896155,-8.40172
1500,10,0.11564217909393879,-8.40217
1550,10,0.11443971635342008,-8.40004
1600,10,0.11387142104198693,-8.4002
1650,10,0.1139391118687801,-8.40097
1700,10,0.11680562428507073,-8.39875
1750,10,0.1131662631568718,-8.40498
1800,10,0.11600106511748794,-8.40317
1850,10,0.11685700554919627,-8.40281
1900,10,0.11323264201711593,-8.40471
1950,10,0.11500054832402931,-8.40586
2000,10,0.11453767771151495,-8.40403
2050,10,0.1149024442985276,-8.40419
2100,10,0.11568818663218218,-8.40508
2150,10,0.11499458124732259,-8.40316
2200,10,0.11624199931192428,-8.40486
2250,10,0.11581149350507065,-8.39766
2300,10,0.11663817443072357,-8.40303
2350,10,0.112912673127014,-8.3989
2400,10,0.11348033289894702,-8.39784
2450,10,0.11202650725411673,-8.40054
2500,10,0.11485208205067896,-8.40057
2550,10,0.11336328845405536,-8.40145
2600,10,0.11287158490341931,-8.39861
2650,10,0.11591904313859151,-8.40128
2700,10,0.115265099283695,-8.39809
2750,10,0.11404066507616804,-8.39924
2800,10,0.11552863328622417,-8.39976
2850,10,0.11583812945191076,-8.40617
2900,10,0.11372014721451375,-8.4026
2950,10,0.11362318801696505,-8.40287
3000,10,0.11061415265493704,-8.40164
3050,10,0.11666173697690801,-8.40193
3100,10,0.11810706236367638,-8.40233
3150,10,0.11596096607200285,-8.40114
3200,10,0.11499943073657326,-8.40041
3250,10,0.11252166780473775,-8.4018
3300,10,0.11541284138659479,-8.3971
3350,10,0.11628972748239443,-8.40041
3400,10,0.1156885261026868,-8.40157
3450,10,0.11819015312963967,-8.4019
3500,10,0.11589659802034029,-8.40146
3550,10,0.11611281404352573,-8.40084
3600,10,0.11492143847778477,-8.39719
3650,10,0.11460894563738107,-8.39876
3700,10,0.11518105434758405,-8.39977
3750,10,0.11310661526964227,-8.3994
3800,10,0.11627528074024854,-8.401
3850,10,0.11751052182011834,-8.39797
3900,10,0.11359436186234799,-8.40013
3950,10,0.1160408067383671,-8.40127
4000,10,0.11478368772311359,-8.4007
50,10,0.06606016288513769,-8.88867
100,10,0.08018021622042652,-8.76834
150,10,0.08280164203052993,-8.71656
200,10,0.08828815027989063,-8.69552
250,10,0.089919088616194,-8.64659
300,10,0.0982126068606222,-8.64398
350,10,0.10648911800219862,-8.61734
400,10,0.1115940873767538,-8.58874
450,10,0.11071284105256606,-8.55654
500,10,0.11545472100255964,-8.53428
550,10,0.11471904613841565,-8.51045
600,10,0.11321231474661878,-8.49083
650,10,0.11091809497684736,-8.47398
700,10,0.11114485545125391,-8.45873
750,10,0.11147776334804961,-8.45174
800,10,0.10971252411469276,-8.44232
850,10,0.10963215631691366,-8.43341
900,10,0.11043023697136406,-8.42934
950,10,0.10995261898710668,-8.42339
1000,10,0.10671897477399235,-8.42164
1050,10,0.10814120683871938,-8.41851
1100,10,0.11073252177015373,-8.41165
1150,10,0.10781026787272659,-8.40646
1200,10,0.11059160565877042,-8.40722
1250,10,0.10925114489223521,-8.39864
1300,10,0.11104420174931454,-8.40765
1350,10,0.1065066709617464,-8.40574
1400,10,0.10998473418034975,-8.40174
1450,10,0.10936945429477937,-8.40172
1500,10,0.11173980390721966,-8.40217
1550,10,0.10832607858720117,-8.40004
1600,10,0.11140819100733136,-8.4002
1650,10,0.11022268503290246,-8.40097
1700,10,0.11062977228499526,-8.39875
1750,10,0.10868185372377846,-8.40498
1800,10,0.10880465771494868,-8.40317
1850,10,0.11031985453023278,-8.40281
1900,10,0.11376022706766105,-8.40471
1950,10,0.1156737717908286,-8.40586
2000,10,0.11268752383347069,-8.40403
2050,10,0.10945800286485917,-8.40419
2100,10,0.11177999608140166,-8.40508
2150,10,0.11117741382367914,-8.40316
2200,10,0.11527390735079521,-8.40486
2250,10,0.11072462968064369,-8.39766
2300,10,0.1115063387159754,-8.40303
2350,10,0.10837059157989577,-8.3989
2400,10,0.11392731709771656,-8.39784
2450,10,0.11004443370562625,-8.40054
2500,10,0.11142768468442316,-8.40057
2550,10,0.10934828038046346,-8.40145
2600,10,0.10826173625604511,-8.39861
2650,10,0.11380920773146667,-8.40128
2700,10,0.11022669998341743,-8.39809
2750,10,0.11554558885033789,-8.39924
2800,10,0.11232076139652765,-8.39976
2850,10,0.11214259626168742,-8.40617
2900,10,0.11393536903170429,-8.4026
2950,10,0.11257457164652196,-8.40287
3000,10,0.11362350285902731,-8.40164
3050,10,0.11108048098694531,-8.40193
3100,10,0.112892226840949,-8.40233
3150,10,0.11632982841193483,-8.40114
3200,10,0.11254378194719988,-8.40041
3250,10,0.1110128611704529,-8.4018
3300,10,0.11316355495626358,-8.3971
3350,10,0.1142950619569748,-8.40041
3400,10,0.11532466052800563,-8.40157
3450,10,0.11303471039074685,-8.4019
3500,10,0.11182469228206461,-8.40146
3550,10,0.1135222841287917,-8.40084
3600,10,0.1128127025973506,-8.39719
3650,10,0.1121249706879772,-8.39876
3700,10,0.11494187479802914,-8.39977
3750,10,0.11078403257614361,-8.3994
3800,10,0.10998518779286555,-8.401
3850,10,0.11067749450392791,-8.39797
3900,10,0.11179928542209819,-8.40013
3950,10,0.11163180405622644,-8.40127
4000,10,0.11357812367060077,-8.4007
50,10,0.06115391011375982,-8.88867
100,10,0.06786572222891195,-8.76834
150,10,0.07460616536942868,-8.71656
200,10,0.08239281060584229,-8.69552
250,10,0.08542697118829731,-8.64659
300,10,0.09041705563953761,-8.64398
350,10,0.09424470129119822,-8.61734
400,10,0.10033411993109333,-8.58874
450,10,0.10831255346099179,-8.55654
500,10,0.10872389623309894,-8.53428
550,10,0.10896802640380365,-8.51045
600,10,0.11385691385041027,-8.49083
650,10,0.11064052284927997,-8.47398
700,10,0.11559677491939938,-8.45873
750,10,0.11555781421463791,-8.45174
800,10,0.11342889618827622,-8.44232
850,10,0.11293316348368589,-8.43341
900,10,0.11236937596265907,-8.42934
950,10,0.11370287667359995,-8.42339
1000,10,0.11140275092764562,-8.42164
1050,10,0.11519049124845497,-8.41851
1100,10,0.11202759240855807,-8.41165
1150,10,0.11538503586165745,-8.40646
1200,10,0.11328543154058844,-8.40722
1250,10,0.1151497369185831,-8.39864
1300,10,0.11144900145584545,-8.40765
1350,10,0.11697099341731909,-8.40574
1400,10,0.11481030004792314,-8.40174
1450,10,0.11540988965886163,-8.40172
1500,10,0.11616598327655792,-8.40217
1550,10,0.11791168228394691,-8.40004
1600,10,0.11486127518253846,-8.4002
1650,10,0.1144902179619889,-8.40097
1700,10,0.1181412185352136,-8.39875
1750,10,0.11555486273797894,-8.40498
1800,10,0.11609077995759003,-8.40317
1850,10,0.11419585615163215,-8.40281
1900,10,0.11405453549466323,-8.40471
1950,10,0.11295665153225425,-8.40586
2000,10,0.11509469558437727,-8.40403
2050,10,0.11482566498770072,-8.40419
2100,10,0.11654805019848585,-8.40508
2150,10,0.11402102384819825,-8.40316
2200,10,0.11398971456814588,-8.40486
2250,10,0.11447704072557464,-8.39766
2300,10,0.1132115774086082,-8.40303
2350,10,0.11480828295035543,-8.3989
2400,10,0.1164699491318476,-8.39784
2450,10,0.11520729178148667,-8.40054
2500,10,0.11403553869381391,-8.40057
2550,10,0.11692419952013271,-8.40145
2600,10,0.11655708544957238,-8.39861
2650,10,0.11389855242911529,-8.40128
2700,10,0.11169121076581161,-8.39809
2750,10,0.11392879531793998,-8.39924
2800,10,0.11294241007308894,-8.39976
2850,10,0.1158793872526916,-8.40617
2900,10,0.11503146442584326,-8.4026
2950,10,0.1123048921777917,-8.40287
3000,10,0.11356453940729518,-8.40164
3050,10,0.11199441061609759,-8.40193
3100,10,0.11468811744846363,-8.40233
3150,10,0.11272796483562965,-8.40114
3200,10,0.1126719902384599,-8.40041
3250,10,0.11149769651612028,-8.4018
3300,10,0.11792840644196165,-8.3971
3350,10,0.1140322807296566,-8.40041
3400,10,0.11266975152518022,-8.40157
3450,10,0.11417798955435936,-8.4019
3500,10,0.11516327506326415,-8.40146
3550,10,0.11299385324585891,-8.40084
3600,10,0.11432097720254948,-8.39719
3650,10,0.11569441928450618,-8.39876
3700,10,0.11623773640968882,-8.39977
3750,10,0.11637854247383599,-8.3994
3800,10,0.11576170241806057,-8.401
3850,10,0.11431006852159668,-8.39797
3900,10,0.11452922709576747,-8.40013
3950,10,0.11242499719360859,-8.40127
4000,10,0.11013590067295126,-8.4007
50,15,0.04867966038841338,-8.88867
100,15,0.06366551291967582,-8.76834
150,15,0.06845759898302235,-8.71656
200,15,0.07447037135264464,-8.69552
250,15,0.07722104694387197,-8.64659
300,15,0.08250251114010337,-8.64398
350,15,0.08510418736224298,-8.61734
400,15,0.08828447253978673,-8.58874
450,15,0.08923148426885273,-8.55654
500,15,0.0934942223018366,-8.53428
550,15,0.09164315032876759,-8.51045
600,15,0.0945288480858766,-8.49083
650,15,0.09385850943702999,-8.47398
700,15,0.09467037033880094,-8.45873
750,15,0.09771081699165231,-8.45174
800,15,0.09491165938855875,-8.44232
850,15,0.09596286919776284,-8.43341
900,15,0.09563498797386802,-8.42934
950,15,0.09494688132603546,-8.42339
1000,15,0.09546543097574169,-8.42164
1050,15,0.09255560248169648,-8.41851
1100,15,0.09469181244752424,-8.41165
1150,15,0.0964760923868094,-8.40646
1200,15,0.09643053448767436,-8.40722
1250,15,0.09626706460694459,-8.39864
1300,15,0.0954868359412393,-8.40765
1350,15,0.09580698556100692,-8.40574
1400,15,0.09645873918792983,-8.40174
1450,15,0.09594968717165027,-8.40172
1500,15,0.09621593352298478,-8.40217
1550,15,0.09298351446355559,-8.40004
1600,15,0.09514541988145697,-8.4002
1650,15,0.09525718360583128,-8.40097
1700,15,0.09706822501745228,-8.39875
1750,15,0.09625113359716281,-8.40498
1800,15,0.0950007478335197,-8.40317
1850,15,0.09644561973746303,-8.40281
1900,15,0.09643714776578499,-8.40471
1950,15,0.09754851462066912,-8.40586
2000,15,0.09535669688765384,-8.40403
2050,15,0.0969472153764124,-8.40419
2100,15,0.09524675032273645,-8.40508
2150,15,0.09467282652970625,-8.40316
2200,15,0.09772567328321029,-8.40486
2250,15,0.09544890584700255,-8.39766
2300,15,0.09645624139778218,-8.40303
2350,15,0.0963989221937689,-8.3989
2400,15,0.09354680084835602,-8.39784
2450,15,0.09336132194182406,-8.40054
2500,15,0.09604899423147299,-8.40057
2550,15,0.09549637499803319,-8.40145
2600,15,0.09451673625953155,-8.39861
2650,15,0.09632019268634512,-8.40128
2700,15,0.09426235299038785,-8.39809
2750,15,0.09532000041973208,-8.39924
2800,15,0.09909765781577318,-8.39976
2850,15,0.09822649510986227,-8.40617
2900,15,0.09738047937351095,-8.4026
2950,15,0.09537305411804767,-8.40287
3000,15,0.0935387697820561,-8.40164
3050,15,0.09711160361615107,-8.40193
3100,15,0.09581388405909146,-8.40233
3150,15,0.0981286183868248,-8.40114
3200,15,0.09488431942042479,-8.40041
3250,15,0.09609250117589167,-8.4018
3300,15,0.09546179202222856,-8.3971
3350,15,0.09685138179795644,-8.40041
3400,15,0.09686752595491599,-8.40157
3450,15,0.09562285190835546,-8.4019
3500,15,0.09602232690130257,-8.40146
3550,15,0.09632751398696929,-8.40084
3600,15,0.09351097131753154,-8.39719
3650,15,0.09703231596765484,-8.39876
3700,15,0.09644466261441334,-8.39977
3750,15,0.095448664941974,-8.3994
3800,15,0.09730963891071266,-8.401
3850,15,0.09810535888121438,-8.39797
3900,15,0.09659353048329808,-8.40013
3950,15,0.09558477589435611,-8.40127
4000,15,0.09609382437847269,-8.4007
50,15,0.05176252838857568,-8.88867
100,15,0.06461647038172552,-8.76834
150,15,0.0669164808047215,-8.71656
200,15,0.07256230197869512,-8.69552
250,15,0.07761583554344428,-8.64659
300,15,0.08389790491746592,-8.64398
350,15,0.08664366015219432,-8.61734
400,15,0.09084852779571234,-8.58874
450,15,0.09026411690061335,-8.55654
500,15,0.09228063194512261,-8.53428
550,15,0.09548362341808496,-8.51045
600,15,0.09352703300494952,-8.49083
650,15,0.09402396619333336,-8.47398
700,15,0.09348186882219968,-8.45873
750,15,0.09011724571326561,-8.45174
800,15,0.09231000109679705,-8.44232
850,15,0.09307399574962526,-8.43341
900,15,0.09486254242802004,-8.42934
950,15,0.08985354801301322,-8.42339
1000,15,0.09134966323935698,-8.42164
1050,15,0.09256382247697909,-8.41851
1100,15,0.09349042107627728,-8.41165
1150,15,0.09427722337582124,-8.40646
1200,15,0.09395537479792455,-8.40722
1250,15,0.09207185292702486,-8.39864
1300,15,0.09263342936814409,-8.40765
1350,15,0.09084624753532235,-8.40574
1400,15,0.09523693771923451,-8.40174
1450,15,0.09253250648307199,-8.40172
1500,15,0.09286459109674666,-8.40217
1550,15,0.09025084235858429,-8.40004
1600,15,0.09188329217332601,-8.4002
1650,15,0.09345743860020818,-8.40097
1700,15,0.09423906191301035,-8.39875
1750,15,0.09275119162236589,-8.40498
1800,15,0.09314223244433878,-8.40317
1850,15,0.09527505842438869,-8.40281
1900,15,0.09323011271176775,-8.40471
1950,15,0.09008867561135703,-8.40586
2000,15,0.09250031883917505,-8.40403
2050,15,0.09367101202165168,-8.40419
2100,15,0.09116469436020784,-8.40508
2150,15,0.09324293799497628,-8.40316
2200,15,0.09445859828955398,-8.40486
2250,15,0.09291437549427525,-8.39766
2300,15,0.0931541201832621,-8.40303
2350,15,0.09441867548304365,-8.3989
2400,15,0.09255380424822295,-8.39784
2450,15,0.09292639829759693,-8.40054
2500,15,0.09281706555142166,-8.40057
2550,15,0.09239795932444872,-8.40145
2600,15,0.09245197568807613,-8.39861
2650,15,0.09292504417046196,-8.40128
2700,15,0.0929600710739248,-8.39809
2750,15,0.09275895111943928,-8.39924
2800,15,0.09260943885625479,-8.39976
2850,15,0.094870692642914,-8.40617
2900,15,0.09440732604347529,-8.4026
2950,15,0.09239733816364998,-8.40287
3000,15,0.09547964134237247,-8.40164
3050,15,0.09395749635839352,-8.40193
3100,15,0.09150852068923006,-8.40233
3150,15,0.09288856812123783,-8.40114
3200,15,0.09115426122516991,-8.40041
3250,15,0.09418715892880083,-8.4018
3300,15,0.09623465332359114,-8.3971
3350,15,0.09366074800855997,-8.40041
3400,15,0.09478480086641718,-8.40157
3450,15,0.09196595538824119,-8.4019
3500,15,0.09277501927883285,-8.40146
3550,15,0.09383137959832392,-8.40084
3600,15,0.09459565123070647,-8.39719
3650,15,0.09253594714951338,-8.39876
3700,15,0.09423063034237679,-8.39977
3750,15,0.09434771891741589,-8.3994
3800,15,0.09202267047758234,-8.401
3850,15,0.09077030484691251,-8.39797
3900,15,0.0925905094721573,-8.40013
3950,15,0.09404467982311879,-8.40127
4000,15,0.09138376220255333,-8.4007
50,15,0.045212333286066074,-8.88867
100,15,0.05356694012692786,-8.76834
150,15,0.0633304801076969,-8.71656
200,15,0.06805873446925653,-8.69552
250,15,0.07206480831090191,-8.64659
300,15,0.07076854453074675,-8.64398
350,15,0.07787519935330796,-8.61734
400,15,0.07910264854237642,-8.58874
450,15,0.08408708120440646,-8.55654
500,15,0.08500863422179043,-8.53428
550,15,0.08675472530001145,-8.51045
600,15,0.0905400012078015,-8.49083
650,15,0.08824189399289657,-8.47398
700,15,0.08976268206444105,-8.45873
750,15,0.09075016558331374,-8.45174
800,15,0.09502716765040832,-8.44232
850,15,0.09240966137142446,-8.43341
900,15,0.09377492514237812,-8.42934
950,15,0.09597851622459469,-8.42339
1000,15,0.0950772194636808,-8.42164
1050,15,0.09484325682172313,-8.41851
1100,15,0.09476219692286147,-8.41165
1150,15,0.09334878582742011,-8.40646
1200,15,0.09504189783076032,-8.40722
1250,15,0.09487148528250042,-8.39864
1300,15,0.09548819197566623,-8.40765
1350,15,0.09341754101991259,-8.40574
1400,15,0.0936153179785104,-8.40174
1450,15,0.09606859863813616,-8.40172
1500,15,0.096612957475242,-8.40217
1550,15,0.09540900503492218,-8.40004
1600,15,0.09314938725576596,-8.4002
1650,15,0.0938091679460865,-8.40097
1700,15,0.09562461440168249,-8.39875
1750,15,0.09680684119122468,-8.40498
1800,15,0.09438255739151437,-8.40317
1850,15,0.09262892383569073,-8.40281
1900,15,0.09349357671881597,-8.40471
1950,15,0.0947822549813372,-8.40586
2000,15,0.09400099729030943,-8.40403
2050,15,0.09285965307139833,-8.40419
2100,15,0.09384663729054077,-8.40508
2150,15,0.09471090250772067,-8.40316
2200,15,0.09573910930951379,-8.40486
2250,15,0.09663011818325899,-8.39766
2300,15,0.09691968967848345,-8.40303
2350,15,0.09532139884352096,-8.3989
2400,15,0.0937595593501734,-8.39784
2450,15,0.0955785033563665,-8.40054
2500,15,0.09540244072223811,-8.40057
2550,15,0.09369975168295003,-8.40145
2600,15,0.09358791753337474,-8.39861
2650,15,0.09441342863571674,-8.40128
2700,15,0.09476560294302566,-8.39809
2750,15,0.09709996024510087,-8.39924
2800,15,0.09521300881948547,-8.39976
2850,15,0.09351544565839624,-8.40617
2900,15,0.09556832541108609,-8.4026
2950,15,0.09300357179256619,-8.40287
3000,15,0.09591646115312326,-8.40164
3050,15,0.09413786657549748,-8.40193
3100,15,0.09331830050194205,-8.40233
3150,15,0.09362805077029424,-8.40114
3200,15,0.09518744743618485,-8.40041
3250,15,0.09319033782660568,-8.4018
3300,15,0.09308027067588494,-8.3971
3350,15,0.09391376494849862,-8.40041
3400,15,0.09294846536748862,-8.40157
