,n_topics,npmi_average
0,10,0.031102977308667498
1,11,0.03861836062809876
2,12,0.04719937809721507
3,13,0.03224260619731227
4,14,0.03850274192214315
5,15,0.03949570760525348
6,16,0.045511099797043444
7,17,0.04686863143967436
8,18,0.05002919429168949
9,19,0.033444480381932325
10,20,0.03890439605258834
11,21,0.044472397769235464
12,22,0.035278991990770156
13,23,0.06502965005052184
14,24,0.04465195951660664
15,25,0.06560928185096593
16,26,0.07083566202779731
17,27,0.07337288241079931
18,28,0.08600232299836363
19,29,0.08822831239558301
20,30,0.08865894703368479
21,31,0.07861030923970125
22,32,0.09446206723448208
23,33,0.08687412822463583
24,34,0.09444608579162356
25,35,0.09857735423982018
26,36,0.0917523276927513
27,37,0.0984367644111844
28,38,0.09885499445980597
29,39,0.1076757693828804
30,40,0.09985733670397484
