,n_topics,npmi_average
0,10,0.07942240188401703
1,11,0.07005017099426174
2,12,0.06333526375662288
3,13,0.07092536140601555
4,14,0.06134957714692107
5,15,0.06881282413992784
6,16,0.07023383038031536
7,17,0.07358214307114316
8,18,0.07033812679368114
9,19,0.06514413418139407
10,20,0.06519749303464265
11,21,0.06962467677304332
