num_topics,coherence,purity,contrast,coherence_std
50.0,inf,0.7399541160404017,0.3011203447436017,
50.0,inf,0.7502823681454527,0.3038966797550278,
50.0,inf,0.7422444145218732,0.30396918408810536,
100.0,inf,0.6990593076055603,0.291229621706401,
100.0,inf,0.7068279851496239,0.2927566678062499,
100.0,inf,0.7019684827948772,0.2925875468117747,
150.0,inf,0.6869603380715459,0.287906168375137,
150.0,inf,0.6714780771747065,0.28735712145163755,
150.0,inf,0.6865554731183746,0.2878678455496007,
